sample	gene	n_cpgs	methylated_count	total_count	weighted_average
sc3	g18717	1	12	12	100.0
sc3	g18720	1	0	20	0.0
sc3	g18723	7	0	128	0.0
sc3	g18724	55	0	1388	0.0
sc3	g18726	20	0	321	0.0
sc3	g18727	73	7	1170	0.5983
sc3	g18728	1	9	15	60.0
sc3	g18729	2	0	39	0.0
sc3	g18730	25	0	504	0.0
sc3	g18733	24	0	570	0.0
sc3	g18734	32	1	825	0.1212
sc3	g18735	57	1	1197	0.0835
sc3	g18738	5	0	71	0.0
sc3	g18739	100	42	1762	2.3837
sc3	g18740	27	324	549	59.0164
sc3	g18743	1	0	24	0.0
sc3	g18747	1	11	19	57.8947
sc3	g18749	15	266	380	70.0
sc3	g18754	45	0	614	0.0
sc3	g18756	29	36	751	4.7936
sc3	g18760	6	0	108	0.0
sc3	g18761	15	0	248	0.0
sc3	g18764	52	1	1376	0.0727
sc3	g18771	40	18	844	2.1327
sc3	g18778	8	4	104	3.8462
sc3	g18780	15	0	385	0.0
sc3	g18781	4	0	108	0.0
sc3	g18782	127	2	2670	0.0749
sc3	g18783	36	0	834	0.0
sc3	g18784	3	65	65	100.0
sc3	g18786	29	467	1251	37.3301
sc3	g18787	5	25	208	12.0192
sc3	g18789	10	0	115	0.0
sc3	g18790	1	16	16	100.0
sc3	g18792	12	0	254	0.0
sc3	g18793	30	0	640	0.0
sc3	g18795	53	3	1468	0.2044
sc3	g18796	5	0	86	0.0
sc3	g18797	92	20	2394	0.8354
sc3	g18798	118	1	2519	0.0397
sc3	g18799	43	0	934	0.0
sc3	g18802	24	0	368	0.0
sc3	g18803	22	1	488	0.2049
sc3	g18804	48	3	875	0.3429
sc3	g18806	2	0	30	0.0
sc3	g18807	3	13	45	28.8889
sc3	g18808	22	0	548	0.0
sc3	g18809	55	28	1465	1.9113
sc3	g18810	39	0	824	0.0
sc3	g18813	29	0	375	0.0
sc3	g18814	32	0	454	0.0
sc3	g18815	18	0	350	0.0
sc3	g18816	3	47	47	100.0
sc3	g18818	91	0	2284	0.0
sc3	g18819	96	1	2011	0.0497
sc3	g18821	150	3	7622	0.0394
sc3	g18827	14	102	282	36.1702
sc3	g18828	24	0	464	0.0
sc3	g18829	6	0	116	0.0
sc3	g18830	36	0	746	0.0
sc3	g18835	31	5	813	0.615
sc3	g18840	86	1	2257	0.0443
sc3	g18841	106	2	3612	0.0554
sc3	g18842	6	0	71	0.0
sc3	g18843	4	0	69	0.0
sc3	g18846	43	1	773	0.1294
sc3	g18847	36	0	497	0.0
sc3	g18848	78	0	1889	0.0
sc3	g18849	52	0	1389	0.0
sc3	g18856	177	2	5025	0.0398
sc3	g18859	10	0	296	0.0
sc3	g18860	319	43	12575	0.3419
sc3	g18866	26	0	396	0.0
sc3	g18867	27	459	461	99.5662
sc3	g18868	1	15	15	100.0
sc3	g18869	15	2	267	0.7491
sc3	g18871	12	117	307	38.1107
sc3	g18873	2	23	40	57.5
sc3	g18874	5	0	101	0.0
sc3	g18875	2	0	40	0.0
sc3	g18876	47	326	763	42.7261
sc3	g18879	5	0	153	0.0
sc3	g18880	24	64	658	9.7264
sc3	g18881	110	4611	9726	47.409
sc3	g18883	6	0	65	0.0
sc3	g18884	34	0	641	0.0
sc3	g18885	38	0	686	0.0
sc3	g18887	116	1	2315	0.0432
sc3	g18892	9	145	145	100.0
sc3	g18893	2	33	33	100.0
sc3	g18896	3	0	66	0.0
sc3	g18897	4	14	79	17.7215
sc3	g18900	2	0	47	0.0
sc3	g18901	5	0	112	0.0
sc3	g18902	37	27	851	3.1727
sc3	g18903	1	0	22	0.0
sc3	g18908	22	0	309	0.0
sc3	g18912	29	0	426	0.0
sc3	g18913	26	84	1314	6.3927
sc3	g18915	22	1	827	0.1209
sc3	g18916	10	0	214	0.0
sc3	g18917	4	0	94	0.0
sc3	g18922	4	0	74	0.0
sc3	g18925	21	0	284	0.0
sc3	g18927	279	2	7784	0.0257
sc3	g18928	59	0	2142	0.0
sc3	g18929	18	0	315	0.0
sc3	g18930	19	1	471	0.2123
sc3	g18940	3	0	56	0.0
sc3	g18941	12	1	172	0.5814
sc3	g18942	8	1	125	0.8
sc3	g18943	6	0	92	0.0
sc3	g18944	8	0	133	0.0
sc3	g18945	35	0	667	0.0
sc3	g18946	9	0	190	0.0
sc3	g18949	4	2	42	4.7619
sc3	g18956	19	0	277	0.0
sc3	g18957	25	0	422	0.0
sc3	g18958	33	0	1149	0.0
sc3	g18961	23	0	444	0.0
sc3	g18962	68	3	2278	0.1317
sc3	g18963	18	0	711	0.0
sc3	g18964	110	0	2074	0.0
sc3	g18965	176	0	3526	0.0
sc3	g18966	112	703	2353	29.8768
sc3	g18967	36	1	600	0.1667
sc3	g18969	2	0	41	0.0
sc3	g18972	13	140	496	28.2258
sc3	g18973	102	954	3513	27.1563
sc3	g18974	4	20	94	21.2766
sc3	g18975	66	939	24104	3.8956
sc3	g18976	35	291	13942	2.0872
sc3	g18977	74	144	27907	0.516
sc3	g18978	2	23	39	58.9744
sc3	g18979	95	0	2009	0.0
sc3	g18986	57	421	1904	22.1113
sc3	g18992	25	0	382	0.0
sc3	g18993	25	0	380	0.0
sc3	g18994	16	0	288	0.0
sc3	g18996	62	212	2565	8.2651
sc3	g18997	1	22	22	100.0
sc3	g18998	3	60	60	100.0
sc3	g18999	169	28	3115	0.8989
sc3	g19001	38	0	735	0.0
sc3	g19002	17	0	297	0.0
sc3	g19003	15	0	238	0.0
sc3	g19004	2	0	35	0.0
sc3	g19005	33	0	734	0.0
sc3	g19007	33	0	844	0.0
sc3	g19010	108	1	3610	0.0277
sc3	g19011	23	1	741	0.135
sc3	g19013	18	0	210	0.0
sc3	g19016	12	1	323	0.3096
sc3	g19018	2	45	45	100.0
sc3	g19021	31	1	695	0.1439
sc3	g19022	11	0	264	0.0
sc3	g19023	26	2	595	0.3361
sc3	g19025	3	0	80	0.0
sc3	g19026	15	0	498	0.0
sc3	g19027	23	0	442	0.0
sc3	g19028	27	0	564	0.0
sc3	g19030	7	0	115	0.0
sc3	g19031	5	0	81	0.0
sc3	g19033	5	10	75	13.3333
sc3	g19036	16	0	261	0.0
sc3	g19037	14	0	217	0.0
sc3	g19041	47	0	1192	0.0
sc3	g19042	4	0	73	0.0
sc3	g19043	96	0	1764	0.0
sc3	g19049	20	60	243	24.6914
sc3	g19053	15	4	307	1.3029
sc3	g19054	1	23	25	92.0
sc3	g19055	10	0	237	0.0
sc3	g19056	13	0	337	0.0
sc3	g19057	8	0	269	0.0
sc3	g19060	14	0	357	0.0
sc3	g19062	77	1	2315	0.0432
sc3	g19065	5	0	114	0.0
sc3	g19067	8	0	245	0.0
sc3	g19068	2	0	63	0.0
sc3	g19069	2	0	58	0.0
sc3	g19070	55	1	1677	0.0596
sc3	g19073	45	1	1250	0.08
sc3	g19075	15	201	909	22.1122
sc3	g19079	19	0	292	0.0
sc3	g19080	5	81	82	98.7805
sc3	g19085	3	43	45	95.5556
sc3	g19089	41	0	773	0.0
sc3	g19090	19	0	353	0.0
sc3	g19097	55	1	671	0.149
sc3	g19098	90	1	1508	0.0663
sc3	g19100	32	330	638	51.7241
sc3	g19101	97	14	2209	0.6338
sc3	g19102	44	0	477	0.0
sc3	g19103	4	54	54	100.0
sc3	g19105	2	0	44	0.0
sc3	g19106	69	1	2354	0.0425
sc3	g19107	40	1	2662	0.0376
sc3	g19108	153	7	11003	0.0636
sc3	g19109	102	3	7427	0.0404
sc3	g19111	7	0	158	0.0
sc3	g19113	91	0	2443	0.0
sc3	g19114	15	0	338	0.0
sc3	g19115	13	6	218	2.7523
sc3	g19116	2	0	33	0.0
sc3	g19117	2	0	41	0.0
sc3	g19118	63	2	1253	0.1596
sc3	g19121	116	1	1990	0.0503
sc3	g19128	11	266	303	87.7888
sc3	g19129	95	1	3684	0.0271
sc3	g19130	48	3	1348	0.2226
sc3	g19138	5	0	144	0.0
sc3	g19139	21	0	591	0.0
sc3	g19140	11	0	215	0.0
sc3	g19141	16	0	339	0.0
sc3	g19142	55	0	1049	0.0
sc3	g19143	1	0	25	0.0
sc3	g19144	82	0	2042	0.0
sc3	g19145	40	0	1120	0.0
sc3	g19146	20	0	577	0.0
sc3	g19147	18	0	260	0.0
sc3	g19148	27	0	789	0.0
sc3	g19149	51	0	1381	0.0
sc3	g19151	11	0	139	0.0
sc3	g19152	32	0	418	0.0
sc3	g19158	1	30	30	100.0
sc3	g19160	3	0	86	0.0
sc3	g19161	6	0	178	0.0
sc3	g19162	22	1	465	0.2151
sc3	g19163	5	0	101	0.0
sc3	g19165	82	0	1891	0.0
sc3	g19166	84	1	2146	0.0466
sc3	g19167	13	0	301	0.0
sc3	g19170	29	0	458	0.0
sc3	g19171	16	0	264	0.0
sc3	g19172	11	0	200	0.0
sc3	g19173	6	0	115	0.0
sc3	g19174	9	0	182	0.0
sc3	g19175	6	0	114	0.0
sc3	g19176	7	0	125	0.0
sc3	g19178	5	0	52	0.0
sc3	g19179	16	0	239	0.0
sc3	g19184	72	1	1559	0.0641
sc3	g19185	120	132	2541	5.1948
sc3	g19186	1	26	26	100.0
sc3	g19187	1	0	27	0.0
sc3	g19188	181	9	3354	0.2683
sc3	g19190	12	149	257	57.9767
sc3	g19192	49	0	1125	0.0
sc3	g19194	3	0	59	0.0
sc3	g19195	5	49	126	38.8889
sc3	g19206	7	99	102	97.0588
sc3	g19207	70	0	1086	0.0
sc3	g19208	31	83	420	19.7619
sc3	g19209	1	1	15	6.6667
sc3	g19210	18	116	285	40.7018
sc3	g19211	35	0	466	0.0
sc3	g19212	9	0	194	0.0
sc3	g19213	167	2	4182	0.0478
sc3	g19214	19	1	418	0.2392
sc3	g19216	10	0	267	0.0
sc3	g19219	2	0	27	0.0
sc3	g19220	24	1	400	0.25
sc3	g19221	3	0	42	0.0
sc3	g19223	32	20	8452	0.2366
sc3	g19224	27	162	527	30.74
sc3	g19225	69	0	1747	0.0
sc3	g19228	14	0	228	0.0
sc3	g19229	26	1	367	0.2725
sc3	g19230	4	0	107	0.0
sc3	g19231	2	0	61	0.0
sc3	g19232	20	0	619	0.0
sc3	g19233	86	202	1715	11.7784
sc3	g19234	13	0	315	0.0
sc3	g19236	2	42	42	100.0
sc3	g19237	24	0	346	0.0
sc3	g19244	2	41	43	95.3488
sc3	g19247	44	1	915	0.1093
sc3	g19248	33	3	475	0.6316
sc3	g19249	149	14	2909	0.4813
sc3	g19250	14	0	150	0.0
sc3	g19251	50	8	778	1.0283
sc3	g19252	4	0	70	0.0
sc3	g19253	12	0	393	0.0
sc3	g19254	129	1	5073	0.0197
sc3	g19255	88	1	2770	0.0361
sc3	g19256	82	0	1650	0.0
sc3	g19257	9	1	132	0.7576
sc3	g19261	6	74	164	45.122
sc3	g19262	5	62	133	46.6165
sc3	g19263	2	32	47	68.0851
sc3	g19264	62	543	1875	28.96
sc3	g19265	1	6	13	46.1538
sc3	g19271	52	0	1358	0.0
sc3	g19272	3	0	75	0.0
sc3	g19273	36	1	777	0.1287
sc3	g19275	13	0	222	0.0
sc3	g19276	34	0	695	0.0
sc3	g19277	15	0	256	0.0
sc3	g19278	31	0	451	0.0
sc3	g19279	9	0	180	0.0
sc3	g19281	3	0	68	0.0
sc3	g19282	87	0	2057	0.0
sc3	g19283	53	0	1293	0.0
sc3	g19284	109	6	2080	0.2885
sc3	g19285	54	0	1138	0.0
sc3	g19286	49	1	1137	0.088
sc3	g19287	15	0	340	0.0
sc3	g19288	1	0	21	0.0
sc3	g19294	50	0	1448	0.0
sc3	g19297	13	60	139	43.1655
sc3	g19298	27	0	347	0.0
sc3	g19299	17	0	376	0.0
sc3	g19302	19	0	294	0.0
sc3	g19303	18	2	351	0.5698
sc3	g19304	42	1	1034	0.0967
sc3	g19305	15	1	362	0.2762
sc3	g19306	17	0	281	0.0
sc3	g19308	5	0	52	0.0
sc3	g19309	4	0	142	0.0
sc3	g19311	5	75	85	88.2353
sc3	g19315	17	0	255	0.0
sc3	g19316	17	0	303	0.0
sc3	g19317	51	1	900	0.1111
sc3	g19318	3	0	73	0.0
sc3	g19321	15	0	163	0.0
sc3	g19323	11	0	174	0.0
sc3	g19324	15	222	248	89.5161
sc3	g19326	100	399	2314	17.2429
sc3	g19327	2	0	54	0.0
sc3	g19328	7	0	159	0.0
sc3	g19329	5	0	98	0.0
sc3	g19330	1	0	15	0.0
sc3	g19331	1	0	21	0.0
sc3	g19334	45	15	1118	1.3417
sc3	g19335	25	0	557	0.0
sc3	g19336	22	0	423	0.0
sc3	g19339	7	23	97	23.7113
sc3	g19340	12	0	136	0.0
sc3	g19342	87	0	2568	0.0
sc3	g19344	16	0	338	0.0
sc3	g19345	8	0	174	0.0
sc3	g19346	8	0	193	0.0
sc3	g19352	55	0	617	0.0
sc3	g19357	119	2	3191	0.0627
sc3	g19358	37	0	523	0.0
sc3	g19359	25	0	484	0.0
sc3	g19361	2	0	31	0.0
sc3	g19362	14	0	240	0.0
sc3	g19363	10	1	155	0.6452
sc3	g19364	25	0	476	0.0
sc3	g19365	43	7	867	0.8074
sc3	g19375	1	8	26	30.7692
sc3	g19376	37	8	671	1.1923
sc3	g19377	8	0	132	0.0
sc3	g19378	69	1	1480	0.0676
sc3	g19379	48	1	1136	0.088
sc3	g19381	6	0	63	0.0
sc3	g19382	120	0	1760	0.0
sc3	g19386	130	2	3890	0.0514
sc3	g19388	45	0	832	0.0
sc3	g19389	26	0	372	0.0
sc3	g19391	17	0	326	0.0
sc3	g19397	49	0	1475	0.0
sc3	g19398	25	2	634	0.3155
sc3	g19400	20	0	339	0.0
sc3	g19404	11	0	228	0.0
sc3	g19414	1	0	18	0.0
sc3	g19417	1	0	19	0.0
sc3	g19418	65	0	1251	0.0
sc3	g19419	31	1	454	0.2203
sc3	g19421	91	27	1779	1.5177
sc3	g19422	3	1	49	2.0408
sc3	g19424	8	0	170	0.0
sc3	g19425	1	0	24	0.0
sc3	g19426	2	21	37	56.7568
sc3	g19427	145	1	2682	0.0373
sc3	g19428	4	34	75	45.3333
sc3	g19429	9	0	100	0.0
sc3	g19439	63	75	1272	5.8962
sc3	g19440	1	0	20	0.0
sc3	g19441	23	0	417	0.0
sc3	g19442	54	0	821	0.0
sc3	g19444	1	0	15	0.0
sc3	g19445	69	5	2396	0.2087
sc3	g19446	78	2	1151	0.1738
sc3	g19449	6	0	65	0.0
sc3	g19450	52	9	719	1.2517
sc3	g19451	2	10	23	43.4783
sc3	g19453	38	0	892	0.0
sc3	g19454	4	0	63	0.0
sc3	g19455	141	1	2713	0.0369
sc3	g19458	3	0	62	0.0
sc3	g19459	1	0	24	0.0
sc3	g19465	70	231	1741	13.2682
sc3	g19466	39	152	612	24.8366
sc3	g19467	5	141	194	72.6804
sc3	g19471	43	1	1128	0.0887
sc3	g19472	2	0	45	0.0
sc3	g19473	35	72	802	8.9776
sc3	g19474	3	0	74	0.0
sc3	g19475	66	54	980	5.5102
sc3	g19478	1	0	28	0.0
sc3	g19479	2	28	31	90.3226
sc3	g19480	4	24	48	50.0
sc3	g19486	16	36	542	6.6421
sc3	g19487	4	0	80	0.0
sc3	g19489	164	5	4810	0.104
sc3	g19490	1	15	15	100.0
sc3	g19491	13	0	316	0.0
sc3	g19499	4	0	70	0.0
sc3	g19501	13	0	196	0.0
sc3	g19502	35	0	516	0.0
sc3	g19503	86	0	1409	0.0
sc3	g19504	43	1	783	0.1277
sc3	g19505	17	0	350	0.0
sc3	g19507	16	0	299	0.0
sc3	g19511	2	0	24	0.0
sc3	g19514	6	80	80	100.0
sc3	g19520	2	0	21	0.0
sc3	g19521	47	23	767	2.9987
sc3	g19523	7	0	138	0.0
sc3	g19525	7	0	100	0.0
sc3	g19527	3	101	156	64.7436
sc3	g19529	1	20	20	100.0
sc3	g19531	4	70	70	100.0
sc3	g19532	6	167	576	28.9931
sc3	g19533	53	1967	4846	40.5902
sc3	g19535	1	0	16	0.0
sc3	g19537	2	0	53	0.0
sc3	g19538	1	0	28	0.0
sc3	g19540	22	0	888	0.0
sc3	g19545	9	1	213	0.4695
sc3	g19546	24	0	595	0.0
sc3	g19547	3	0	65	0.0
sc3	g19548	19	0	330	0.0
sc3	g19549	12	0	326	0.0
sc3	g19550	43	0	993	0.0
sc3	g19551	89	1	1889	0.0529
sc3	g19552	2	29	29	100.0
sc3	g19553	37	0	859	0.0
sc3	g19554	44	0	746	0.0
sc3	g19555	1	0	21	0.0
sc3	g19557	1	21	21	100.0
sc3	g19558	49	0	1124	0.0
sc3	g19559	1	0	21	0.0
sc3	g19560	34	1	903	0.1107
sc3	g19561	43	0	1098	0.0
sc3	g19562	5	0	108	0.0
sc3	g19563	26	1	974	0.1027
sc3	g19564	103	148	2907	5.0912
sc3	g19565	13	0	377	0.0
sc3	g19566	19	0	636	0.0
sc3	g19567	55	1	1503	0.0665
sc3	g19570	33	1	761	0.1314
sc3	g19572	19	0	227	0.0
sc3	g19580	6	1	114	0.8772
sc3	g19583	9	0	215	0.0
sc3	g19591	3	50	51	98.0392
sc3	g19596	1	0	14	0.0
sc3	g19597	38	0	706	0.0
sc3	g19600	36	1	508	0.1969
sc3	g19601	62	18	834	2.1583
sc3	g19605	5	0	109	0.0
sc3	g19607	15	0	234	0.0
sc3	g19608	4	0	115	0.0
sc3	g19609	245	1	5364	0.0186
sc3	g19611	1	21	21	100.0
sc3	g19612	7	59	107	55.1402
sc3	g19619	67	272	1615	16.8421
sc3	g19620	4	0	49	0.0
sc3	g19621	1	15	15	100.0
sc3	g19622	56	1	1124	0.089
sc3	g19623	15	0	296	0.0
