sample	gene	n_cpgs	methylated_count	total_count	weighted_average
nc3	g16542	8	0	82	0.0
nc3	g16544	2	0	20	0.0
nc3	g16545	39	29	618	4.6926
nc3	g16546	59	0	797	0.0
nc3	g16547	23	1	275	0.3636
nc3	g16548	6	0	76	0.0
nc3	g16549	65	86	1804	4.7672
nc3	g16550	5	64	135	47.4074
nc3	g16551	45	221	1142	19.352
nc3	g16557	285	5	5366	0.0932
nc3	g16558	2	17	26	65.3846
nc3	g16559	1	4	10	40.0
nc3	g16563	22	0	285	0.0
nc3	g16569	15	0	181	0.0
nc3	g16571	16	0	200	0.0
nc3	g16572	6	0	64	0.0
nc3	g16573	58	0	813	0.0
nc3	g16575	56	19	717	2.6499
nc3	g16577	8	8	96	8.3333
nc3	g16578	50	1	634	0.1577
nc3	g16579	15	0	163	0.0
nc3	g16583	1	0	10	0.0
nc3	g16584	4	0	42	0.0
nc3	g16585	39	2	472	0.4237
nc3	g16586	125	0	2474	0.0
nc3	g16588	16	0	586	0.0
nc3	g16589	51	0	1892	0.0
nc3	g16594	145	8	2062	0.388
nc3	g16596	6	0	85	0.0
nc3	g16606	31	0	351	0.0
nc3	g16607	14	0	150	0.0
nc3	g16609	13	436	668	65.2695
nc3	g16610	5	0	53	0.0
nc3	g16611	1	0	10	0.0
nc3	g16615	2	21	23	91.3043
nc3	g16617	21	1	278	0.3597
nc3	g16619	27	0	384	0.0
nc3	g16620	23	0	259	0.0
nc3	g16621	52	1	635	0.1575
nc3	g16624	14	0	144	0.0
nc3	g16625	9	0	91	0.0
nc3	g16626	14	0	154	0.0
nc3	g16627	8	0	85	0.0
nc3	g16629	6	0	71	0.0
nc3	g16630	75	1	1069	0.0935
nc3	g16631	6	0	90	0.0
nc3	g16632	21	0	474	0.0
nc3	g16633	22	11	453	2.4283
nc3	g16634	11	0	161	0.0
nc3	g16639	100	2	2138	0.0935
nc3	g16640	4	0	46	0.0
nc3	g16641	33	1	376	0.266
nc3	g16643	1	0	10	0.0
nc3	g16644	86	6	1122	0.5348
nc3	g16645	74	12	881	1.3621
nc3	g16648	12	0	153	0.0
nc3	g16649	58	0	779	0.0
nc3	g16650	3	0	41	0.0
nc3	g16651	45	0	554	0.0
nc3	g16656	8	0	84	0.0
nc3	g16657	6	52	81	64.1975
nc3	g16660	12	0	176	0.0
nc3	g16661	6	1	79	1.2658
nc3	g16662	9	22	95	23.1579
nc3	g16663	11	0	119	0.0
nc3	g16664	11	0	136	0.0
nc3	g16665	1	0	13	0.0
nc3	g16666	2	0	20	0.0
nc3	g16668	2	15	22	68.1818
nc3	g16683	13	152	208	73.0769
nc3	g16684	38	5	1063	0.4704
nc3	g16692	4	0	46	0.0
nc3	g16697	47	0	559	0.0
nc3	g16698	15	27	184	14.6739
nc3	g16699	14	0	146	0.0
nc3	g16700	76	16	1674	0.9558
nc3	g16701	5	0	53	0.0
nc3	g16702	55	0	633	0.0
nc3	g16703	76	172	954	18.0294
nc3	g16705	29	0	322	0.0
nc3	g16706	31	0	384	0.0
nc3	g16707	4	0	40	0.0
nc3	g16708	4	0	52	0.0
nc3	g16709	2	0	20	0.0
nc3	g16710	2	0	27	0.0
nc3	g16711	23	197	301	65.4485
nc3	g16712	2	0	21	0.0
nc3	g16713	94	3	1143	0.2625
nc3	g16714	1	0	12	0.0
nc3	g16715	61	3	694	0.4323
nc3	g16716	114	1	1353	0.0739
nc3	g16717	78	0	1148	0.0
nc3	g16718	12	0	143	0.0
nc3	g16719	26	1	325	0.3077
nc3	g16720	8	0	108	0.0
nc3	g16721	8	0	85	0.0
nc3	g16723	6	0	90	0.0
nc3	g16724	55	2	682	0.2933
nc3	g16725	51	0	719	0.0
nc3	g16733	6	1	66	1.5152
nc3	g16735	51	7	582	1.2027
nc3	g16737	26	0	310	0.0
nc3	g16738	6	8	103	7.767
nc3	g16742	15	0	173	0.0
nc3	g16743	1	0	10	0.0
nc3	g16747	8	0	99	0.0
nc3	g16749	16	14	176	7.9545
nc3	g16750	38	0	572	0.0
nc3	g16751	164	0	2252	0.0
nc3	g16755	37	2	477	0.4193
nc3	g16756	1	0	12	0.0
nc3	g16757	3	43	44	97.7273
nc3	g16758	1	10	12	83.3333
nc3	g16761	35	17	401	4.2394
nc3	g16762	31	1	386	0.2591
nc3	g16763	11	37	139	26.6187
nc3	g16765	27	1	446	0.2242
nc3	g16769	10	0	105	0.0
nc3	g16771	4	20	42	47.619
nc3	g16772	2	0	21	0.0
nc3	g16774	6	0	67	0.0
nc3	g16775	5	0	53	0.0
nc3	g16777	40	4	489	0.818
nc3	g16779	3	0	35	0.0
nc3	g16781	1	5	10	50.0
nc3	g16782	10	0	170	0.0
nc3	g16788	17	16	218	7.3394
nc3	g16789	8	0	97	0.0
nc3	g16790	32	0	529	0.0
nc3	g16791	21	0	238	0.0
nc3	g16794	1	9	11	81.8182
nc3	g16795	549	759	14212	5.3406
nc3	g16798	64	3	790	0.3797
nc3	g16799	62	0	777	0.0
nc3	g16800	24	0	268	0.0
nc3	g16801	6	0	78	0.0
nc3	g16802	27	0	349	0.0
nc3	g16803	1	0	10	0.0
nc3	g16804	27	0	282	0.0
nc3	g16805	6	0	70	0.0
nc3	g16806	1	7	12	58.3333
nc3	g16809	46	2	600	0.3333
nc3	g16810	5	0	51	0.0
nc3	g16814	174	140	2174	6.4397
nc3	g16815	42	0	472	0.0
nc3	g16816	29	12	374	3.2086
nc3	g16818	3	0	30	0.0
nc3	g16819	15	69	192	35.9375
nc3	g16822	17	0	207	0.0
nc3	g16830	128	9	1561	0.5766
nc3	g16831	3	0	30	0.0
nc3	g16832	18	0	204	0.0
nc3	g16833	15	0	192	0.0
nc3	g16834	6	0	66	0.0
nc3	g16835	2	22	26	84.6154
nc3	g16836	18	47	231	20.3463
nc3	g16837	28	26	349	7.4499
nc3	g16838	98	1	1262	0.0792
nc3	g16839	35	1	414	0.2415
nc3	g16840	291	659	7628	8.6392
nc3	g16841	66	49	1510	3.245
nc3	g16842	1	0	10	0.0
nc3	g16849	2	12	26	46.1538
nc3	g16852	110	464	1368	33.9181
nc3	g16856	74	457	1050	43.5238
nc3	g16857	7	0	100	0.0
nc3	g16858	3	6	31	19.3548
nc3	g16859	17	0	242	0.0
nc3	g16876	4	0	40	0.0
nc3	g16880	39	0	500	0.0
nc3	g16881	71	20	899	2.2247
nc3	g16883	36	1	445	0.2247
nc3	g16885	93	1	1253	0.0798
nc3	g16886	57	4	719	0.5563
nc3	g16888	5	0	60	0.0
nc3	g16894	47	0	628	0.0
nc3	g16895	5	0	53	0.0
nc3	g16898	74	533	3408	15.6397
nc3	g16902	60	0	1279	0.0
nc3	g16904	18	81	416	19.4712
nc3	g16906	25	0	381	0.0
nc3	g16910	22	0	233	0.0
nc3	g16914	45	117	669	17.4888
nc3	g16917	4	0	42	0.0
nc3	g16918	1	0	15	0.0
nc3	g16919	14	0	162	0.0
nc3	g16923	30	0	356	0.0
nc3	g16925	61	9	5291	0.1701
nc3	g16926	68	2	3118	0.0641
nc3	g16930	2	2	30	6.6667
nc3	g16932	4	6	51	11.7647
nc3	g16934	56	1	671	0.149
nc3	g16935	19	0	238	0.0
nc3	g16936	13	0	173	0.0
nc3	g16938	46	0	595	0.0
nc3	g16940	3	23	57	40.3509
nc3	g16941	2	8	23	34.7826
nc3	g16942	8	30	162	18.5185
nc3	g16946	7	0	95	0.0
nc3	g16947	44	166	894	18.5682
nc3	g16950	73	39	961	4.0583
nc3	g16952	5	0	64	0.0
nc3	g16953	18	0	324	0.0
nc3	g16958	2	0	22	0.0
nc3	g16959	1	0	10	0.0
nc3	g16960	69	0	927	0.0
nc3	g16962	27	0	564	0.0
nc3	g16963	10	0	109	0.0
nc3	g16966	40	4	435	0.9195
nc3	g16967	1	0	11	0.0
nc3	g16970	12	0	147	0.0
nc3	g16971	2	11	21	52.381
nc3	g16972	9	0	112	0.0
nc3	g16973	91	6	1182	0.5076
nc3	g16980	10	9	112	8.0357
nc3	g16981	15	32	248	12.9032
nc3	g16984	24	0	295	0.0
nc3	g16985	1	0	11	0.0
nc3	g16986	5	3	137	2.1898
nc3	g16987	4	0	41	0.0
nc3	g16988	10	8	108	7.4074
nc3	g16989	12	0	157	0.0
nc3	g16991	11	0	131	0.0
nc3	g16992	35	2	378	0.5291
nc3	g16996	212	5	3656	0.1368
nc3	g16997	39	18	443	4.0632
nc3	g16998	33	3	415	0.7229
nc3	g17002	22	0	352	0.0
nc3	g17003	5	0	59	0.0
nc3	g17005	25	0	285	0.0
nc3	g17006	2	0	22	0.0
nc3	g17009	2	0	22	0.0
nc3	g17010	9	0	101	0.0
nc3	g17014	4	36	44	81.8182
nc3	g17017	2	12	23	52.1739
nc3	g17019	2	16	20	80.0
nc3	g17023	45	0	549	0.0
nc3	g17024	22	0	308	0.0
nc3	g17025	1	0	10	0.0
nc3	g17026	1	0	10	0.0
nc3	g17030	19	0	226	0.0
nc3	g17033	61	0	779	0.0
nc3	g17034	29	0	401	0.0
nc3	g17035	104	0	1406	0.0
nc3	g17036	5	0	80	0.0
nc3	g17037	40	0	547	0.0
nc3	g17038	161	1	2232	0.0448
nc3	g17039	37	0	439	0.0
nc3	g17043	4	0	40	0.0
nc3	g17044	6	0	80	0.0
nc3	g17053	21	6	1407	0.4264
nc3	g17056	115	48	1398	3.4335
nc3	g17057	5	0	65	0.0
nc3	g17058	56	68	778	8.7404
nc3	g17059	33	1	365	0.274
nc3	g17060	58	0	750	0.0
nc3	g17061	19	3	225	1.3333
nc3	g17065	3	0	31	0.0
nc3	g17066	26	0	294	0.0
nc3	g17067	31	0	440	0.0
nc3	g17069	3	0	35	0.0
nc3	g17070	145	25	1946	1.2847
nc3	g17072	6	0	69	0.0
nc3	g17076	145	7	2359	0.2967
nc3	g17077	191	93	7478	1.2436
nc3	g17078	7	32	89	35.9551
nc3	g17079	7	0	75	0.0
nc3	g17080	67	186	2854	6.5172
nc3	g17082	1	0	11	0.0
nc3	g17084	32	0	400	0.0
nc3	g17085	32	10	383	2.611
nc3	g17090	55	0	591	0.0
nc3	g17092	149	48	2186	2.1958
nc3	g17093	8	0	138	0.0
nc3	g17095	3	0	42	0.0
nc3	g17096	15	63	257	24.5136
nc3	g17098	3	0	41	0.0
nc3	g17100	15	19	209	9.0909
nc3	g17101	8	30	95	31.5789
nc3	g17104	17	0	213	0.0
nc3	g17105	24	0	290	0.0
nc3	g17107	3	0	43	0.0
nc3	g17109	3	0	32	0.0
nc3	g17111	23	2	294	0.6803
nc3	g17113	11	0	125	0.0
nc3	g17114	15	0	198	0.0
nc3	g17115	20	0	244	0.0
nc3	g17116	33	0	381	0.0
nc3	g17117	24	11	302	3.6424
nc3	g17120	38	0	459	0.0
nc3	g17122	21	0	256	0.0
nc3	g17123	21	0	257	0.0
nc3	g17144	4	0	46	0.0
nc3	g17148	37	0	414	0.0
nc3	g17152	5	0	52	0.0
nc3	g17158	46	1	658	0.152
nc3	g17159	14	0	162	0.0
nc3	g17160	83	3	1148	0.2613
nc3	g17161	1	14	19	73.6842
nc3	g17174	17	0	215	0.0
nc3	g17177	6	0	72	0.0
nc3	g17178	10	11	113	9.7345
nc3	g17179	10	0	127	0.0
nc3	g17180	9	65	120	54.1667
nc3	g17184	5	36	94	38.2979
nc3	g17185	20	269	524	51.3359
nc3	g17186	31	391	852	45.892
nc3	g17189	4	32	73	43.8356
nc3	g17191	137	1972	3524	55.9591
nc3	g17192	2	0	22	0.0
nc3	g17195	3	53	63	84.127
nc3	g17198	53	2	669	0.299
nc3	g17199	2	13	23	56.5217
nc3	g17200	26	0	300	0.0
nc3	g17202	7	8	195	4.1026
nc3	g17203	35	0	460	0.0
nc3	g17204	61	0	724	0.0
nc3	g17209	45	4	535	0.7477
nc3	g17213	3	0	45	0.0
nc3	g17215	27	0	334	0.0
nc3	g17220	1	10	12	83.3333
nc3	g17222	36	8	395	2.0253
nc3	g17223	3	10	31	32.2581
nc3	g17224	40	0	744	0.0
nc3	g17225	29	0	375	0.0
nc3	g17226	34	6	401	1.4963
nc3	g17227	9	0	102	0.0
nc3	g17228	1	0	10	0.0
nc3	g17229	5	0	52	0.0
nc3	g17230	9	0	106	0.0
nc3	g17232	3	5	32	15.625
nc3	g17233	19	0	234	0.0
nc3	g17234	17	0	230	0.0
nc3	g17235	22	0	372	0.0
nc3	g17238	17	0	217	0.0
nc3	g17239	7	0	98	0.0
nc3	g17246	4	6	81	7.4074
nc3	g17247	20	1	247	0.4049
nc3	g17248	48	0	600	0.0
nc3	g17249	4	0	43	0.0
nc3	g17250	2	0	21	0.0
nc3	g17252	7	0	81	0.0
nc3	g17262	11	18	124	14.5161
nc3	g17263	10	7	121	5.7851
nc3	g17265	23	387	734	52.7248
nc3	g17266	17	0	184	0.0
nc3	g17267	16	1	198	0.5051
nc3	g17268	30	0	436	0.0
nc3	g17269	2	22	24	91.6667
nc3	g17271	14	0	173	0.0
nc3	g17272	12	2	144	1.3889
nc3	g17274	63	0	794	0.0
nc3	g17275	20	0	296	0.0
nc3	g17276	16	0	221	0.0
nc3	g17277	1	0	14	0.0
nc3	g17281	23	0	284	0.0
nc3	g17282	1	0	10	0.0
nc3	g17284	50	0	664	0.0
nc3	g17285	1	0	10	0.0
nc3	g17289	2	0	32	0.0
nc3	g17292	12	36	131	27.4809
nc3	g17307	42	0	517	0.0
nc3	g17308	51	48	836	5.7416
nc3	g17310	2	0	20	0.0
nc3	g17312	63	30	774	3.876
nc3	g17313	1	0	16	0.0
nc3	g17314	14	0	230	0.0
nc3	g17315	48	22	592	3.7162
nc3	g17317	11	0	138	0.0
nc3	g17318	8	0	96	0.0
nc3	g17319	19	0	235	0.0
nc3	g17320	8	7	83	8.4337
nc3	g17321	4	0	43	0.0
nc3	g17322	16	13	225	5.7778
nc3	g17325	1	5	41	12.1951
nc3	g17329	24	0	325	0.0
nc3	g17330	189	2	2427	0.0824
nc3	g17336	131	94	2856	3.2913
nc3	g17337	31	0	427	0.0
nc3	g17338	41	0	588	0.0
nc3	g17339	1	0	10	0.0
nc3	g17340	54	4	864	0.463
nc3	g17341	11	0	122	0.0
nc3	g17346	73	751	1228	61.1564
nc3	g17352	4	0	49	0.0
nc3	g17353	8	0	95	0.0
nc3	g17356	110	1	1580	0.0633
nc3	g17360	13	34	366	9.2896
nc3	g17361	20	0	218	0.0
nc3	g17363	4	26	50	52.0
nc3	g17364	52	0	961	0.0
nc3	g17365	29	0	401	0.0
nc3	g17366	6	0	70	0.0
nc3	g17369	49	1	579	0.1727
nc3	g17370	124	196	3586	5.4657
nc3	g17373	4	0	40	0.0
nc3	g17374	34	26	398	6.5327
nc3	g17375	27	7	368	1.9022
nc3	g17381	42	281	542	51.845
nc3	g17382	16	0	176	0.0
nc3	g17383	70	2	2779	0.072
nc3	g17384	74	5	1204	0.4153
nc3	g17386	45	1	578	0.173
nc3	g17393	2	22	25	88.0
nc3	g17394	15	0	170	0.0
nc3	g17395	1	8	13	61.5385
nc3	g17396	4	46	68	67.6471
nc3	g17402	101	0	1364	0.0
nc3	g17405	5	0	58	0.0
nc3	g17407	7	24	82	29.2683
nc3	g17411	14	2	203	0.9852
nc3	g17412	6	42	72	58.3333
nc3	g17415	32	0	447	0.0
nc3	g17420	6	69	80	86.25
nc3	g17421	4	32	68	47.0588
nc3	g17433	2	2	22	9.0909
nc3	g17436	6	0	71	0.0
nc3	g17437	4	0	50	0.0
nc3	g17443	4	4	47	8.5106
nc3	g17446	1	13	14	92.8571
nc3	g17447	8	0	106	0.0
nc3	g17452	1	9	11	81.8182
nc3	g17453	10	50	132	37.8788
nc3	g17455	110	12	1343	0.8935
nc3	g17456	16	31	210	14.7619
nc3	g17457	21	0	232	0.0
nc3	g17459	4	0	46	0.0
nc3	g17461	93	1	1454	0.0688
nc3	g17468	49	0	589	0.0
nc3	g17469	40	20	535	3.7383
nc3	g17470	7	0	90	0.0
nc3	g17471	24	0	294	0.0
nc3	g17472	42	0	702	0.0
nc3	g17473	61	0	718	0.0
nc3	g17474	11	0	134	0.0
nc3	g17475	23	0	258	0.0
nc3	g17476	28	0	411	0.0
nc3	g17478	43	1	749	0.1335
nc3	g17479	39	0	436	0.0
nc3	g17480	2	0	27	0.0
nc3	g17481	19	32	213	15.0235
nc3	g17482	1	9	10	90.0
nc3	g17483	58	5	834	0.5995
nc3	g17485	11	6	189	3.1746
nc3	g17486	109	0	1518	0.0
nc3	g17487	22	0	235	0.0
nc3	g17488	108	1	1328	0.0753
nc3	g17490	1	10	12	83.3333
nc3	g17491	4	0	45	0.0
nc3	g17492	18	0	195	0.0
nc3	g17493	11	0	148	0.0
nc3	g17496	1	9	13	69.2308
nc3	g17500	1	0	10	0.0
nc3	g17501	30	0	844	0.0
nc3	g17502	7	26	116	22.4138
nc3	g17508	16	129	234	55.1282
nc3	g17509	7	6	89	6.7416
nc3	g17510	30	0	407	0.0
nc3	g17511	2	0	20	0.0
nc3	g17512	42	0	471	0.0
nc3	g17513	22	7	245	2.8571
nc3	g17514	20	1	245	0.4082
nc3	g17515	205	2	4741	0.0422
nc3	g17516	17	71	423	16.7849
nc3	g17519	120	1	1729	0.0578
nc3	g17520	100	0	1349	0.0
nc3	g17522	16	1	204	0.4902
nc3	g17523	22	0	234	0.0
nc3	g17524	18	0	197	0.0
nc3	g17526	4	0	40	0.0
nc3	g17527	51	12	722	1.662
nc3	g17529	9	0	109	0.0
nc3	g17531	82	1	998	0.1002
nc3	g17532	26	0	401	0.0
nc3	g17534	7	59	83	71.0843
nc3	g17535	80	13	949	1.3699
nc3	g17536	40	0	512	0.0
nc3	g17537	29	0	334	0.0
nc3	g17538	95	6	1239	0.4843
nc3	g17539	43	0	614	0.0
nc3	g17541	25	10	323	3.096
nc3	g17542	1	8	14	57.1429
nc3	g17545	85	0	1172	0.0
nc3	g17546	1	11	14	78.5714
nc3	g17547	1	11	11	100.0
nc3	g17548	156	24	1917	1.252
nc3	g17549	74	4	1032	0.3876
nc3	g17550	54	0	656	0.0
nc3	g17552	24	0	300	0.0
nc3	g17553	3	10	42	23.8095
nc3	g17554	9	34	99	34.3434
nc3	g17555	40	26	546	4.7619
nc3	g17556	43	0	583	0.0
nc3	g17557	14	0	148	0.0
nc3	g17559	20	0	243	0.0
nc3	g17561	10	1	112	0.8929
nc3	g17562	26	33	365	9.0411
nc3	g17565	21	1	901	0.111
nc3	g17571	85	0	1085	0.0
nc3	g17574	36	4	616	0.6494
nc3	g17576	1	1	10	10.0
nc3	g17579	4	0	58	0.0
nc3	g17583	7	0	73	0.0
nc3	g17584	18	0	219	0.0
nc3	g17585	33	0	525	0.0
nc3	g17586	29	14	363	3.8567
nc3	g17587	267	38	3733	1.0179
nc3	g17588	13	0	146	0.0
nc3	g17589	8	0	84	0.0
nc3	g17590	10	0	118	0.0
nc3	g17591	2	0	22	0.0
nc3	g17592	51	0	699	0.0
nc3	g17593	9	0	129	0.0
nc3	g17594	3	0	38	0.0
nc3	g17595	7	0	145	0.0
nc3	g17597	24	0	330	0.0
nc3	g17600	1	11	11	100.0
nc3	g17601	5	7	81	8.642
nc3	g17603	63	14	860	1.6279
nc3	g17604	96	17	1778	0.9561
nc3	g17605	130	3	1638	0.1832
nc3	g17610	8	0	110	0.0
nc3	g17615	17	1	187	0.5348
nc3	g17617	1	10	10	100.0
nc3	g17620	1	15	15	100.0
nc3	g17621	1	9	10	90.0
nc3	g17623	63	1	836	0.1196
nc3	g17624	36	1	412	0.2427
nc3	g17625	47	13	551	2.3593
nc3	g17626	16	0	177	0.0
nc3	g17628	59	1	695	0.1439
nc3	g17629	70	0	877	0.0
nc3	g17632	11	10	168	5.9524
nc3	g17634	83	1	1135	0.0881
nc3	g17635	80	3	1104	0.2717
nc3	g17637	15	0	237	0.0
nc3	g17638	26	676	1113	60.7367
nc3	g17639	49	0	627	0.0
nc3	g17640	5	22	71	30.9859
nc3	g17641	44	1	535	0.1869
nc3	g17642	82	10	915	1.0929
nc3	g17649	26	0	282	0.0
nc3	g17650	39	4	499	0.8016
nc3	g17651	51	0	753	0.0
nc3	g17652	102	0	1261	0.0
nc3	g17653	19	0	242	0.0
nc3	g17654	1	0	11	0.0
nc3	g17658	6	0	65	0.0
nc3	g17659	17	116	210	55.2381
nc3	g17660	3	0	32	0.0
nc3	g17663	1	0	10	0.0
nc3	g17664	11	0	132	0.0
nc3	g17668	24	0	301	0.0
nc3	g17669	5	0	60	0.0
nc3	g17672	13	0	148	0.0
nc3	g17674	131	1	1886	0.053
nc3	g17675	9	0	100	0.0
nc3	g17677	32	2	461	0.4338
nc3	g17678	74	47	1282	3.6661
nc3	g17679	16	0	197	0.0
nc3	g17681	19	0	254	0.0
nc3	g17685	8	0	81	0.0
nc3	g17686	25	0	305	0.0
nc3	g17687	3	0	30	0.0
nc3	g17688	44	0	882	0.0
nc3	g17691	1	0	11	0.0
nc3	g17692	4	0	48	0.0
nc3	g17694	28	0	328	0.0
nc3	g17696	77	5	1050	0.4762
nc3	g17697	1	9	12	75.0
nc3	g17698	137	567	1682	33.7099
nc3	g17699	10	20	122	16.3934
nc3	g17700	3	0	30	0.0
nc3	g17702	52	2	847	0.2361
nc3	g17704	90	1	1064	0.094
nc3	g17709	1	10	13	76.9231
nc3	g17710	5	40	56	71.4286
nc3	g17711	25	1	364	0.2747
nc3	g17715	21	1	245	0.4082
nc3	g17718	13	0	165	0.0
nc3	g17722	13	0	202	0.0
nc3	g17731	81	50	2854	1.7519
nc3	g17734	33	1	572	0.1748
nc3	g17735	109	0	1286	0.0
nc3	g17748	3	10	35	28.5714
nc3	g17749	2	0	20	0.0
nc3	g17752	85	1	1093	0.0915
nc3	g17753	84	23	3183	0.7226
nc3	g17754	13	91	553	16.4557
nc3	g17755	6	24	207	11.5942
nc3	g17756	65	582	2303	25.2714
nc3	g17757	10	125	141	88.6525
nc3	g17758	8	137	171	80.117
nc3	g17759	5	115	145	79.3103
nc3	g17760	169	4	2106	0.1899
nc3	g17771	26	1	346	0.289
nc3	g17773	15	0	190	0.0
nc3	g17774	16	0	196	0.0
nc3	g17775	21	1	295	0.339
nc3	g17784	4	18	44	40.9091
nc3	g17785	70	0	829	0.0
nc3	g17786	198	0	2555	0.0
nc3	g17787	13	0	161	0.0
nc3	g17788	12	0	139	0.0
nc3	g17789	4	0	40	0.0
nc3	g17791	16	0	224	0.0
nc3	g17794	20	0	265	0.0
nc3	g17795	6	10	65	15.3846
nc3	g17796	29	0	352	0.0
nc3	g17798	42	0	534	0.0
nc3	g17799	32	0	431	0.0
nc3	g17803	44	11	603	1.8242
nc3	g17806	72	1	886	0.1129
nc3	g17808	6	84	125	67.2
nc3	g17809	3	46	114	40.3509
nc3	g17810	94	52	1222	4.2553
nc3	g17811	17	0	207	0.0
nc3	g17815	518	6	9183	0.0653
nc3	g17818	8	0	104	0.0
nc3	g17819	49	0	565	0.0
nc3	g17822	101	550	4165	13.2053
nc3	g17829	230	4	3927	0.1019
nc3	g17833	28	0	343	0.0
nc3	g17834	23	0	295	0.0
nc3	g17844	2	16	20	80.0
nc3	g17845	1	0	10	0.0
nc3	g17846	11	0	260	0.0
nc3	g17847	41	0	672	0.0
nc3	g17848	82	0	940	0.0
nc3	g17851	9	0	96	0.0
nc3	g17852	12	0	154	0.0
nc3	g17857	23	0	280	0.0
nc3	g17869	1	1	10	10.0
nc3	g17872	360	196	8604	2.278
nc3	g17873	7	0	81	0.0
nc3	g17875	2	0	22	0.0
nc3	g17876	27	0	369	0.0
nc3	g17877	92	2	1192	0.1678
nc3	g17880	9	0	94	0.0
nc3	g17881	66	35	833	4.2017
nc3	g17886	10	0	161	0.0
nc3	g17889	5	0	163	0.0
nc3	g17892	13	0	157	0.0
nc3	g17893	46	0	656	0.0
nc3	g17894	17	0	226	0.0
nc3	g17895	54	11	737	1.4925
nc3	g17898	53	559	2547	21.9474
nc3	g17899	6	5	112	4.4643
nc3	g17900	34	5	440	1.1364
nc3	g17902	23	0	253	0.0
nc3	g17903	26	17	282	6.0284
nc3	g17907	75	6	1130	0.531
nc3	g17908	1	0	12	0.0
nc3	g17909	3	0	37	0.0
nc3	g17910	18	48	200	24.0
nc3	g17911	64	0	795	0.0
nc3	g17912	80	12	1190	1.0084
nc3	g17913	16	9	183	4.918
nc3	g17916	1	5	10	50.0
nc3	g17918	22	1	242	0.4132
nc3	g17919	41	1	651	0.1536
nc3	g17920	1	0	10	0.0
nc3	g17921	30	0	360	0.0
nc3	g17922	6	0	71	0.0
nc3	g17923	32	0	503	0.0
nc3	g17927	5	0	53	0.0
nc3	g17929	2	0	20	0.0
nc3	g17930	21	0	239	0.0
nc3	g17932	7	0	94	0.0
nc3	g17933	6	0	86	0.0
nc3	g17936	14	0	152	0.0
nc3	g17938	16	0	199	0.0
nc3	g17946	1	9	10	90.0
nc3	g17947	2	0	20	0.0
nc3	g17949	13	0	147	0.0
nc3	g17951	26	0	344	0.0
nc3	g17952	1	0	13	0.0
nc3	g17953	5	0	62	0.0
nc3	g17955	6	0	66	0.0
nc3	g17957	4	13	68	19.1176
nc3	g17958	109	0	1456	0.0
nc3	g17959	44	3	540	0.5556
nc3	g17960	20	0	242	0.0
nc3	g17961	4	0	42	0.0
nc3	g17963	39	9	541	1.6636
nc3	g17964	140	2	1897	0.1054
nc3	g17965	124	11	1558	0.706
nc3	g17967	12	0	137	0.0
nc3	g17968	6	0	83	0.0
nc3	g17969	68	0	1558	0.0
nc3	g17970	67	0	1263	0.0
nc3	g17973	2	16	21	76.1905
nc3	g17975	1	11	14	78.5714
nc3	g17976	1	0	15	0.0
nc3	g17977	18	24	195	12.3077
nc3	g17978	2	14	21	66.6667
nc3	g17979	62	1	824	0.1214
nc3	g17980	73	1	901	0.111
nc3	g17981	34	0	425	0.0
nc3	g17983	49	0	901	0.0
nc3	g17986	37	0	449	0.0
nc3	g17987	4	25	44	56.8182
nc3	g17990	9	5	117	4.2735
nc3	g17991	1	11	13	84.6154
nc3	g17992	15	0	153	0.0
nc3	g17993	172	21	3488	0.6021
nc3	g17999	65	94	881	10.6697
nc3	g18001	166	0	3649	0.0
nc3	g18008	2	25	31	80.6452
nc3	g18009	7	27	84	32.1429
nc3	g18010	37	23	438	5.2511
nc3	g18011	6	0	77	0.0
nc3	g18015	2	0	22	0.0
nc3	g18017	11	0	123	0.0
nc3	g18018	37	0	450	0.0
nc3	g18024	51	0	657	0.0
nc3	g18026	14	3	238	1.2605
nc3	g18027	47	3	811	0.3699
nc3	g18028	46	1	663	0.1508
nc3	g18029	1	0	11	0.0
nc3	g18030	17	0	210	0.0
nc3	g18032	2	33	93	35.4839
nc3	g18034	3	0	31	0.0
nc3	g18035	5	20	57	35.0877
nc3	g18036	19	0	290	0.0
nc3	g18037	3	0	30	0.0
nc3	g18038	3	48	55	87.2727
nc3	g18042	5	0	53	0.0
nc3	g18043	78	1	1014	0.0986
nc3	g18044	12	32	126	25.3968
nc3	g18047	16	0	181	0.0
nc3	g18050	14	1	202	0.495
nc3	g18055	6	0	71	0.0
nc3	g18057	12	0	135	0.0
nc3	g18058	4	8	40	20.0
nc3	g18061	13	0	172	0.0
nc3	g18064	8	1	141	0.7092
nc3	g18067	5	0	51	0.0
nc3	g18068	15	0	169	0.0
nc3	g18075	27	0	365	0.0
nc3	g18076	2	0	21	0.0
nc3	g18077	18	0	200	0.0
nc3	g18079	46	1	632	0.1582
nc3	g18080	7	0	73	0.0
nc3	g18081	45	3	485	0.6186
nc3	g18082	36	0	504	0.0
nc3	g18084	16	0	202	0.0
nc3	g18085	27	0	321	0.0
nc3	g18086	23	0	299	0.0
nc3	g18087	122	31	1739	1.7826
nc3	g18088	4	9	48	18.75
nc3	g18089	1	0	10	0.0
nc3	g18090	5	7	50	14.0
nc3	g18092	29	134	327	40.9786
nc3	g18093	7	0	78	0.0
